year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2019,Wick, Rowan,592858,Cubs,CHC,R,95.8,389,587,3.62345679012345679,0.66269165247018739,FF,4-Seamer,12.9,-14.4,1.5,11,1.6,-7.6,-6,-79,0.809302325581395,0.0255813953488372
2019,Martin, Chris,455119,Braves,ATL,R,95.9,386,865,5.33950617283950617,0.44624277456647398,FF,4-Seamer,14.4,-14,-0.4,-3,6.7,-7.3,-0.7,-9,0.42093023255814,0.390697674418605
2019,Drake, Oliver,543118,Rays,TB,R,93.5,381,941,5.80864197530864197,0.40488841657810839,FF,4-Seamer,12.8,-14.8,2.1,14,1.4,-6.7,-8,-120,0.906976744186046,0.00232558139534884
2019,Holder, Jonathan,656547,Yankees,NYY,R,92.1,378,693,4.27777777777777777,0.54545454545454545,FF,4-Seamer,15.5,-16.3,0.8,5,2.7,-7,-4.3,-61,0.688372093023256,0.0767441860465116
2019,Wainwright, Adam,425794,Cardinals,STL,R,89.6,378,2876,17.75308641975308641,0.13143254520166898,FF,4-Seamer,20.1,-17.6,-2.5,-14,3.1,-6.3,-3.2,-51,0.12093023255814,0.16046511627907
2019,Detwiler, Ross,446321,White Sox,CWS,L,91.6,377,1157,7.18633540372670807,0.32584269662921348,FF,4-Seamer,18.9,-16.7,-2.2,-13,10.9,-7.5,3.4,45,0.151162790697674,0.865116279069767
2019,Sims, Lucas,608371,Reds,CIN,R,93.5,376,751,4.63580246913580246,0.50066577896138482,FF,4-Seamer,14.8,-16.8,2,12,9.1,-8.7,0.5,5,0.890697674418605,0.544186046511628
2019,Davis, Wade,451584,Rockies,COL,R,93.2,374,839,5.17901234567901234,0.44576877234803337,FF,4-Seamer,16.3,-15.6,-0.7,-5,2.2,-6.8,-4.6,-68,0.358139534883721,0.0674418604651163
2019,Gonzalez, Gio,461829,Brewers,MIL,L,89.5,372,1501,9.26543209876543209,0.24783477681545636,FF,4-Seamer,18,-18,0,0,9.1,-6.8,2.3,34,0.530232558139535,0.758139534883721
2019,Hudson, Dakota,641712,Cardinals,STL,R,93.9,371,2848,17.58024691358024691,0.13026685393258426,FF,4-Seamer,19.2,-15.1,-4.1,-27,4.8,-7.1,-2.2,-31,0.0465116279069767,0.237209302325581
2019,Bettis, Chad,518452,Rockies,COL,R,93,369,1030,6.35802469135802469,0.35825242718446601,FF,4-Seamer,19.6,-16.2,-3.3,-20,5.8,-7.5,-1.7,-22,0.0790697674418605,0.313953488372093
2019,Miller, Andrew,453192,Cardinals,STL,L,92.4,366,972,6.00000000000000000,0.37654320987654320,FF,4-Seamer,17.4,-16.1,-1.3,-8,7.5,-7.3,0.3,3,0.255813953488372,0.518604651162791
2019,Kinley, Tyler,641755,Marlins,MIA,R,94.9,366,866,5.34567901234567901,0.42263279445727482,FF,4-Seamer,14,-14.8,0.8,5,3.7,-7.3,-3.6,-49,0.688372093023256,0.113953488372093
2019,Anderson, Justin,605121,Angels,LAA,R,94.6,366,914,5.64197530864197530,0.40043763676148796,FF,4-Seamer,13.6,-14.9,1.4,9,7.2,-7.5,-0.3,-4,0.795348837209302,0.448837209302326
2019,Goody, Nick,580792,Indians,CLE,R,92.6,363,709,4.37654320987654320,0.51198871650211565,FF,4-Seamer,15.3,-16.2,0.9,6,6,-7.4,-1.4,-19,0.7,0.33953488372093
2019,Wilson, Justin,458677,Mets,NYM,L,95,362,692,4.27160493827160493,0.52312138728323699,FF,4-Seamer,12.1,-14.6,2.5,17,3.9,-7.1,-3.2,-45,0.958139534883721,0.16046511627907
2019,Stephenson, Robert,596112,Reds,CIN,R,94.9,361,1028,6.34567901234567901,0.35116731517509727,FF,4-Seamer,14.9,-15.2,0.3,2,10.8,-7.8,3,39,0.581395348837209,0.818604651162791
2019,Taylor, Josh,657031,Red Sox,BOS,L,94.8,359,836,5.16049382716049382,0.42942583732057416,FF,4-Seamer,13.8,-14.7,1,7,5.2,-7.4,-2.1,-29,0.720930232558139,0.251162790697674
2019,Rodon, Carlos,607074,White Sox,CWS,L,91.4,359,696,4.32298136645962732,0.51580459770114942,FF,4-Seamer,17.3,-16.1,-1.2,-7,8.4,-6.1,2.2,37,0.283720930232558,0.748837209302326
2019,Eickhoff, Jerad,595191,Phillies,PHI,R,89.4,357,975,6.01851851851851851,0.36615384615384615,FF,4-Seamer,16.2,-17.6,1.3,8,9,-6,3,51,0.776744186046512,0.818604651162791
2019,Quantrill, Cal,615698,Padres,SD,R,94.5,357,1781,10.99382716049382716,0.20044918585064570,FF,4-Seamer,14.7,-14.5,-0.2,-1,8.1,-6.7,1.4,20,0.474418604651163,0.637209302325581
2019,Phillips, Evan,623465,Orioles,BAL,R,94.1,356,567,3.50000000000000000,0.62786596119929453,FF,4-Seamer,15.6,-15.8,0.2,1,10,-7.9,2.1,27,0.56046511627907,0.734883720930233
2019,Brigham, Jeff,656257,Marlins,MIA,R,96.6,355,690,4.25925925925925925,0.51449275362318840,FF,4-Seamer,13,-14.8,1.8,12,12.2,-8.6,3.5,41,0.869767441860465,0.876744186046512
2019,Peralta, Wily,503449,Royals,KC,R,94.3,353,673,4.15432098765432098,0.52451708766716196,FF,4-Seamer,17.3,-15.2,-2.1,-14,11.1,-7.2,3.9,54,0.16046511627907,0.9
2019,Luciano, Elvis,672773,Blue Jays,TOR,R,94.1,351,635,3.91975308641975308,0.55275590551181102,FF,4-Seamer,17.2,-15.9,-1.3,-8,13.9,-7.9,6,76,0.255813953488372,0.983720930232558
2019,Nicasio, Juan,504379,Phillies,PHI,R,93.8,349,832,5.13580246913580246,0.41947115384615384,FF,4-Seamer,16,-15.9,-0.1,-1,9.6,-7.7,1.9,24,0.513953488372093,0.7
2019,Maton, Phil,664208,Indians,CLE,R,91,347,608,3.75308641975308641,0.57072368421052631,FF,4-Seamer,20.4,-17.8,-2.6,-15,1.1,-7.5,-8.6,-115,0.118604651162791,0
2019,Almonte, Yency,622075,Rockies,COL,R,95.7,344,608,3.75308641975308641,0.56578947368421052,FF,4-Seamer,17,-14.5,-2.5,-17,8.5,-7.7,0.8,11,0.12093023255814,0.567441860465116
2019,Shafer, Justin,596101,Blue Jays,TOR,R,94.3,342,732,4.51851851851851851,0.46721311475409836,FF,4-Seamer,13.6,-15.1,1.5,10,6.4,-7.4,-1,-13,0.809302325581395,0.367441860465116
2019,Cole, Taylor,518566,Angels,LAA,R,93.2,339,911,5.62345679012345679,0.37211855104281009,FF,4-Seamer,15.6,-15.4,-0.2,-1,12.6,-7,5.5,78,0.474418604651163,0.962790697674419
2019,Swarzak, Anthony,461872,Braves,ATL,R,93.4,338,941,5.80864197530864197,0.35919234856535600,FF,4-Seamer,14.6,-15.9,1.3,8,8.2,-7.5,0.7,9,0.776744186046512,0.56046511627907
2019,Mengden, Daniel,596043,Athletics,OAK,R,91.5,338,1048,6.46913580246913580,0.32251908396946564,FF,4-Seamer,13.8,-16.6,2.8,17,6.5,-7,-0.5,-8,0.969767441860465,0.423255813953488
2019,Smeltzer, Devin,656970,Twins,MIN,L,89.1,336,732,4.51851851851851851,0.45901639344262295,FF,4-Seamer,18.8,-18.5,-0.3,-2,10.7,-6.9,3.8,55,0.446511627906977,0.893023255813953
2019,Gonsolin, Tony,664062,Dodgers,LAD,R,93.6,332,693,4.27777777777777777,0.47907647907647907,FF,4-Seamer,13.9,-15.5,1.6,10,7.3,-7.1,0.2,3,0.832558139534884,0.509302325581395
2019,Hall, Matt,664180,Tigers,DET,L,90.5,332,501,3.11180124223602484,0.66267465069860279,FF,4-Seamer,19.7,-18.6,-1.1,-6,2,-8,-5.9,-74,0.297674418604651,0.027906976744186
2019,Sandoval, Patrick,663776,Angels,LAA,L,93,331,714,4.40740740740740740,0.46358543417366946,FF,4-Seamer,15.5,-15.9,0.4,2,6.1,-7,-0.9,-13,0.6,0.37906976744186
2019,Cisnero, Jose,542585,Tigers,DET,R,96.4,331,646,4.01242236024844720,0.51238390092879256,FF,4-Seamer,14.6,-15.2,0.6,4,11.6,-9.1,2.5,28,0.658139534883721,0.776744186046512
2019,Harper, Ryne,607560,Twins,MIN,R,89.3,330,868,5.35802469135802469,0.38018433179723502,FF,4-Seamer,24.8,-17.5,-7.3,-42,0.2,-5.8,-6.1,-104,0.00930232558139535,0.0209302325581395
2019,Webb, Tyler,643778,Cardinals,STL,L,89.9,328,889,5.48765432098765432,0.36895388076490438,FF,4-Seamer,16.8,-16.8,0.1,0,1,-4.9,-3.9,-79,0.544186046511628,0.0953488372093023
2019,Biddle, Jesse,592145,Rangers,TEX,L,93.8,328,617,3.80864197530864197,0.53160453808752025,FF,4-Seamer,17.5,-15.6,-2,-13,5,-7.4,-2.4,-32,0.174418604651163,0.223255813953488
2019,Helsley, Ryan,664854,Cardinals,STL,R,97.8,328,577,3.56172839506172839,0.56845753899480069,FF,4-Seamer,12.2,-13.3,1.1,8,7,-7.7,-0.7,-9,0.730232558139535,0.390697674418605
2019,Urquidy, Jose,664353,Astros,HOU,R,93.2,328,693,4.27777777777777777,0.47330447330447330,FF,4-Seamer,14.3,-16,1.7,10,9.5,-7.3,2.2,30,0.848837209302326,0.748837209302326
2019,Trivino, Lou,642152,Athletics,OAK,R,97.4,323,987,6.09259259259259259,0.32725430597771023,FF,4-Seamer,14.6,-13.4,-1.2,-9,9.4,-7.6,1.8,24,0.283720930232558,0.683720930232558
2019,Irvin, Cole,608344,Phillies,PHI,L,89.8,322,639,3.94444444444444444,0.50391236306729264,FF,4-Seamer,19.6,-17.6,-2,-11,11.8,-6.3,5.5,87,0.174418604651163,0.962790697674419
2019,Sheffield, Justus,656954,Mariners,SEA,L,92.8,322,673,4.15432098765432098,0.47845468053491827,FF,4-Seamer,21.1,-17.4,-3.7,-22,7.2,-8.6,-1.4,-17,0.0674418604651163,0.33953488372093
2019,Herrera, Kelvin,516969,White Sox,CWS,R,96.3,321,908,5.63975155279503105,0.35352422907488986,FF,4-Seamer,15,-14.3,-0.7,-5,5.6,-7.7,-2.2,-28,0.358139534883721,0.237209302325581
2019,Barnes, Jacob,606930,Royals,KC,R,93.6,317,661,4.08024691358024691,0.47957639939485627,FF,4-Seamer,14.9,-15.4,0.5,3,2.3,-7.3,-5,-68,0.632558139534884,0.0581395348837209
2019,Sobotka, Chad,656977,Braves,ATL,R,96.1,315,564,3.48148148148148148,0.55851063829787234,FF,4-Seamer,11.9,-14,2.1,15,5.1,-7.3,-2.3,-31,0.906976744186046,0.230232558139535
2019,Ramirez, Noe,598287,Angels,LAA,R,89.1,314,1124,6.93827160493827160,0.27935943060498220,FF,4-Seamer,22.2,-21.6,-0.7,-3,8.4,-8.6,-0.2,-2,0.358139534883721,0.469767441860465
2019,Garcia, Edgar,658305,Phillies,PHI,R,93.8,311,723,4.46296296296296296,0.43015214384508990,FF,4-Seamer,13.8,-15.5,1.7,11,5.4,-7.2,-1.8,-25,0.848837209302326,0.290697674418605
2019,Pruitt, Austin,643493,Rays,TB,R,91.9,309,720,4.44444444444444444,0.42916666666666666,FF,4-Seamer,17.4,-17.1,-0.3,-2,1.5,-7.6,-6.1,-80,0.446511627906977,0.0209302325581395
2019,Johnson, DJ,597113,Rockies,COL,R,93.2,307,489,3.01851851851851851,0.62781186094069529,FF,4-Seamer,16.7,-15.9,-0.8,-5,6.5,-7.2,-0.6,-9,0.341860465116279,0.411627906976744
2019,Baez, Michel,673258,Padres,SD,R,96,306,521,3.21604938271604938,0.58733205374280230,FF,4-Seamer,13.3,-13.5,0.2,2,8.4,-7.1,1.3,19,0.56046511627907,0.618604651162791
2019,Jackson, Edwin,429719,Tigers,DET,R,93.5,306,1315,8.16770186335403726,0.23269961977186311,FF,4-Seamer,18.4,-15.9,-2.5,-16,5.7,-7.5,-1.8,-24,0.12093023255814,0.290697674418605
2019,Kelley, Shawn,518875,Rangers,TEX,R,91.9,305,768,4.74074074074074074,0.39713541666666666,FF,4-Seamer,14.9,-16.6,1.7,10,3,-7.3,-4.3,-58,0.848837209302326,0.0767441860465116
2019,Garcia, Jarlin,606424,Marlins,MIA,L,93.3,303,759,4.68518518518518518,0.39920948616600790,FF,4-Seamer,19.9,-16.1,-3.8,-24,16,-7.7,8.4,109,0.0627906976744186,0.997674418604651
2019,Minaya, Juan,573668,White Sox,CWS,R,93.4,299,478,2.96894409937888198,0.62552301255230125,FF,4-Seamer,16.7,-15.5,-1.2,-8,9.6,-7.2,2.3,32,,
2019,Reid-Foley, Sean,656887,Blue Jays,TOR,R,92.5,297,612,3.77777777777777777,0.48529411764705882,FF,4-Seamer,16.7,-16.6,-0.2,-1,9,-7.7,1.3,17,0.474418604651163,0.618604651162791
2019,Webb, Logan,657277,Giants,SF,R,93.2,296,676,4.17283950617283950,0.43786982248520710,FF,4-Seamer,17.8,-16.1,-1.7,-11,8.9,-7.7,1.2,16,0.211627906976744,0.611627906976744
2019,Martin, Brett,656685,Rangers,TEX,L,94,296,1022,6.30864197530864197,0.28962818003913894,FF,4-Seamer,15.8,-14.4,-1.5,-10,2.4,-6.3,-3.9,-62,0.237209302325581,0.0953488372093023
2019,Dowdy, Kyle,664871,Rangers,TEX,R,95.2,295,438,2.70370370370370370,0.67351598173515981,FF,4-Seamer,15.3,-14.6,-0.7,-5,8.3,-7.5,0.9,12,,
2019,Webb, Jacob,657097,Braves,ATL,R,95.1,291,536,3.30864197530864197,0.54291044776119402,FF,4-Seamer,15,-15.8,0.9,6,12.8,-8.9,3.9,44,0.7,0.9
2019,Neris, Hector,593576,Phillies,PHI,R,94.4,290,1126,6.95061728395061728,0.25754884547069271,FF,4-Seamer,15.6,-15.7,0.1,1,9.6,-8.2,1.4,17,0.544186046511628,0.637209302325581
2019,Pressly, Ryan,519151,Astros,HOU,R,95.5,287,837,5.16666666666666666,0.34289127837514934,FF,4-Seamer,13.1,-14.8,1.7,11,2.9,-7.9,-4.9,-63,0.848837209302326,0.0604651162790698
2019,Tomlin, Josh,458708,Braves,ATL,R,89.4,286,1136,7.01234567901234567,0.25176056338028169,FF,4-Seamer,19.7,-19.7,-0.1,0,10.7,-7.5,3.2,42,0.513953488372093,0.841860465116279
2019,Alexander, Tyler,641302,Tigers,DET,L,90.6,286,918,5.70186335403726708,0.31154684095860566,FF,4-Seamer,18.1,-17.8,-0.3,-1,9.3,-7.3,1.9,26,0.446511627906977,0.7
2019,Erlin, Robbie,572362,Padres,SD,L,90.7,284,959,5.91975308641975308,0.29614181438998957,FF,4-Seamer,16.1,-17.3,1.3,7,6.7,-7,-0.4,-5,0.776744186046512,0.437209302325581
2019,Ross, Joe,605452,Nationals,WSH,R,94.1,283,1138,7.02469135802469135,0.24868189806678383,FF,4-Seamer,16.3,-15.4,-0.8,-5,7.7,-7.7,0.1,1,0.341860465116279,0.5
2019,Rosenthal, Trevor,572096,Tigers,DET,R,98,283,405,2.51552795031055900,0.69876543209876543,FF,4-Seamer,12.7,-13.6,0.9,7,6.8,-7.9,-1.1,-14,,
2019,Johnson, Brian,598271,Red Sox,BOS,L,88.9,282,772,4.76543209876543209,0.36528497409326424,FF,4-Seamer,18.2,-17.9,-0.4,-2,7.5,-5.6,1.9,34,0.42093023255814,0.7
2019,Loaisiga, Jonathan,642528,Yankees,NYY,R,96.8,282,592,3.65432098765432098,0.47635135135135135,FF,4-Seamer,13,-14.2,1.2,9,5,-8.2,-3.3,-40,0.758139534883721,0.148837209302326
2019,Holland, Greg,518813,Diamondbacks,ARI,R,91.6,282,599,3.69753086419753086,0.47078464106844741,FF,4-Seamer,17.5,-16.9,-0.6,-4,0.1,-7,-7.1,-101,0.376744186046512,0.00930232558139535
2019,Adams, Chance,664856,Yankees,NYY,R,91.6,282,519,3.20370370370370370,0.54335260115606936,FF,4-Seamer,17.4,-16.9,-0.5,-3,3.9,-7.4,-3.5,-47,0.4,0.125581395348837
2019,Colome, Alex,517008,White Sox,CWS,R,94.4,281,975,6.05590062111801242,0.28820512820512820,FF,4-Seamer,13.3,-15.1,1.7,11,3.7,-7.2,-3.4,-48,0.848837209302326,0.134883720930233
2019,Newberry, Jake,623470,Royals,KC,R,93.8,280,539,3.32716049382716049,0.51948051948051948,FF,4-Seamer,15.7,-15.5,-0.2,-1,4.6,-7.1,-2.5,-35,0.474418604651163,0.218604651162791
2019,Montas, Frankie,593423,Athletics,OAK,R,96.8,278,1485,9.16666666666666666,0.18720538720538720,FF,4-Seamer,12.3,-14.2,1.9,13,9.3,-7.7,1.6,20,0.87906976744186,0.658139534883721
2019,Dominguez, Seranthony,622554,Phillies,PHI,R,97.3,277,464,2.86419753086419753,0.59698275862068965,FF,4-Seamer,16.1,-14.4,-1.7,-12,2.3,-8.7,-6.4,-73,,
2019,Mejia, Adalberto,606167,Angels,LAA,L,93,277,629,3.88271604938271604,0.44038155802861685,FF,4-Seamer,17.1,-16.6,-0.5,-3,8.5,-7.9,0.6,8,0.4,0.555813953488372
2019,Lorenzen, Michael,547179,Reds,CIN,R,97.2,276,1335,8.24074074074074074,0.20674157303370786,FF,4-Seamer,13,-14.3,1.3,9,10.7,-8.1,2.6,32,0.776744186046512,0.795348837209302
2019,Bard, Luke,572703,Angels,LAA,R,94.2,275,818,5.04938271604938271,0.33618581907090464,FF,4-Seamer,14.6,-15.8,1.2,7,10.4,-8,2.3,29,0.758139534883721,0.758139534883721
2019,Munoz, Andres,662253,Padres,SD,R,99.9,275,416,2.56790123456790123,0.66105769230769230,FF,4-Seamer,14.2,-13.8,-0.4,-3,10.1,-9.9,0.2,2,,
2019,Harvey, Joe,642840,Rockies,COL,R,95.2,274,361,2.22839506172839506,0.75900277008310249,FF,4-Seamer,14.9,-15.5,0.5,3,12.8,-8.4,4.4,52,,
2019,Reyes, Gerardo,622103,Padres,SD,R,96.9,273,458,2.82716049382716049,0.59606986899563318,FF,4-Seamer,18.1,-17.2,-0.9,-5,11,-11.2,-0.1,-1,,
2019,Stumpf, Daniel,621385,Tigers,DET,L,92.2,272,522,3.24223602484472049,0.52107279693486590,FF,4-Seamer,15.8,-16.7,0.9,5,9,-7.2,1.8,25,0.7,0.683720930232558
2019,Smith, Burch,572143,Giants,SF,R,92.6,269,425,2.62345679012345679,0.63294117647058823,FF,4-Seamer,15.8,-16.3,0.5,3,5.7,-7.5,-1.8,-24,,
2019,Littell, Zack,641793,Twins,MIN,R,93.8,269,551,3.40123456790123456,0.48820326678765880,FF,4-Seamer,15.7,-15.5,-0.2,-1,7.8,-7.4,0.4,5,0.474418604651163,0.527906976744186
2019,Ramirez, Nick,598286,Tigers,DET,L,90.1,268,1323,8.21739130434782608,0.20256991685563114,FF,4-Seamer,20.4,-17.9,-2.5,-14,12.2,-7.1,5.1,72,0.12093023255814,0.948837209302326
2019,Kela, Keone,605309,Pirates,PIT,R,96.2,268,504,3.11111111111111111,0.53174603174603174,FF,4-Seamer,11.8,-13,1.2,9,3.8,-6.5,-2.7,-41,0.758139534883721,0.209302325581395
2019,Chafin, Andrew,605177,Diamondbacks,ARI,L,93.6,267,895,5.52469135802469135,0.29832402234636871,FF,4-Seamer,16.3,-15.2,-1.1,-7,9.1,-7,2.1,30,0.297674418604651,0.734883720930233
2019,Zimmer, Kyle,622092,Royals,KC,R,96.4,266,435,2.68518518518518518,0.61149425287356321,FF,4-Seamer,13.5,-14.3,0.7,5,0.7,-7.9,-7.2,-91,,
2019,Allen, Cody,592102,Angels,LAA,R,92.2,264,491,3.03086419753086419,0.53767820773930753,FF,4-Seamer,13.3,-16.4,3,19,10.8,-7.2,3.6,49,0.97906976744186,0.883720930232558
2019,Wendelken, J.B.,605525,Athletics,OAK,R,94.8,263,514,3.17283950617283950,0.51167315175097276,FF,4-Seamer,15.1,-15.4,0.3,2,6.1,-8.1,-2,-25,0.581395348837209,0.274418604651163
2019,Gant, John,607231,Cardinals,STL,R,95.9,260,1107,6.83333333333333333,0.23486901535682023,FF,4-Seamer,13.2,-14.4,1.1,8,11,-7.7,3.3,43,0.730232558139535,0.855813953488372
2019,Hartlieb, Geoff,664129,Pirates,PIT,R,96.4,260,651,4.01851851851851851,0.39938556067588325,FF,4-Seamer,17.3,-13.8,-3.4,-25,6.6,-7.5,-0.9,-12,0.0744186046511628,0.37906976744186
2019,Bergen, Travis,664157,Giants,SF,L,90.5,258,375,2.31481481481481481,0.68800000000000000,FF,4-Seamer,16.1,-17.7,1.6,9,6,-7.2,-1.2,-16,,
2019,Scott, Tanner,656945,Orioles,BAL,L,95.9,257,463,2.85802469135802469,0.55507559395248380,FF,4-Seamer,17,-15,-2,-13,8,-8.5,-0.5,-5,,
2019,Edwards Jr., Carl,605218,Padres,SD,R,93.9,257,346,2.13580246913580246,0.74277456647398843,FF,4-Seamer,14.8,-15,0.2,1,1,-7,-8,-115,,
2019,Ramirez, Neil,519166,Blue Jays,TOR,R,94.4,257,461,2.84567901234567901,0.55748373101952277,FF,4-Seamer,11.8,-15,3.2,21,6.4,-7.4,-0.9,-13,,
2019,Thorpe, Lewis,626929,Twins,MIN,L,91.2,252,492,3.03703703703703703,0.51219512195121951,FF,4-Seamer,16.3,-16.8,0.4,3,7.6,-6.9,0.7,10,0.6,0.56046511627907
2019,Chacin, Jhoulys,468504,Red Sox,BOS,R,90,251,1945,12.00617283950617283,0.12904884318766066,FF,4-Seamer,20.5,-18,-2.5,-14,7.1,-7.1,0,1,0.12093023255814,0.486046511627907
2019,Kimbrel, Craig,518886,Cubs,CHC,R,96.2,251,392,2.41975308641975308,0.64030612244897959,FF,4-Seamer,14.9,-15.5,0.6,4,10.2,-9.1,1.2,13,,
